"Arquivo";"Tipo";"Secao";"Chave";"LinhaTribo";"LinhaDeepSeek";"Tribo";"DeepSeek";"IdiomaTribo";"IdiomaDeepSeek"
"L_Boyle_Int_P.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_2 DisSeqAct_DialogScriptedChoice";"m_Choices[0]";"8";"8";"(m_ChoiceText=""Ir para os Jardins da Mansão Boyle"")";"(m_ChoiceText=""Go to Boyle Gardens"")";"PT";"EN"
"L_Boyle_Int_P.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_2 DisSeqAct_DialogScriptedChoice";"m_Choices[1]";"9";"9";"(m_ChoiceText=""Ficar no Salão de Dança"")";"(m_ChoiceText=""Stay in the Ballroom"")";"PT";"EN"
"L_Boyle_Int_P.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_4 DisSeqAct_DialogScriptedChoice";"m_Choices[0]";"13";"13";"(m_ChoiceText=""Ir para o Pátio da Mansão Boyle "")";"(m_ChoiceText=""Go to Boyle Courtyard"")";"PT";"EN"
"L_Boyle_Int_P.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_4 DisSeqAct_DialogScriptedChoice";"m_Choices[1]";"14";"14";"(m_ChoiceText=""Ficar no Salão"")";"(m_ChoiceText=""Stay in the Foyer"")";"PT";"EN"
"L_Boyle_Int_P.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_5 DisSeqAct_DialogScriptedChoice";"m_Choices[0]";"18";"18";"(m_ChoiceText=""Ir para a Varanda do Jardim"")";"(m_ChoiceText=""Go to Garden Balcony"")";"PT/Misto";"EN"
"L_Boyle_Int_P.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_5 DisSeqAct_DialogScriptedChoice";"m_Choices[1]";"19";"19";"(m_ChoiceText=""Ficar no Quarto"")";"(m_ChoiceText=""Stay in Bedroom"")";"PT";"EN"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Boyle_Objectives.DisSeqAct_ShowHUDMessage_0 DisSeqAct_ShowHUDMessage";"m_Message";"5";"5";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Boyle_Objectives.DisSeqAct_ShowHUDMessage_1 DisSeqAct_ShowHUDMessage";"m_Message";"8";"8";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Boyle_Objectives.DisSeqAct_ShowHUDMessage_5 DisSeqAct_ShowHUDMessage";"m_Message";"11";"11";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Boyle_Objectives.DisSeqAct_ShowHUDMessage_6 DisSeqAct_ShowHUDMessage";"m_Message";"14";"14";"""Há uma bebida para você""";"""Conseguiu uma Bebida""";"PT";"PT"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Boyle_Objectives.DisSeqAct_ShowHUDMessage_7 DisSeqAct_ShowHUDMessage";"m_Message";"17";"17";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Boyle_Objectives.DisSeqAct_ShowHUDMessage_8 DisSeqAct_ShowHUDMessage";"m_Message";"20";"20";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Boyle_Objectives.DisSeqAct_ShowHUDMessage_9 DisSeqAct_ShowHUDMessage";"m_Message";"23";"23";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Boyle_Objectives.DisSeqAct_ShowLocationDiscovery_0 DisSeqAct_ShowLocationDiscovery";"m_LocationName";"26";"26";"""Você saiu da zona restrita.""";"""Você não está mais invadindo.""";"PT";"Indeterminado"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Boyle_Objectives.DisSeqAct_ShowLocationDiscovery_3 DisSeqAct_ShowLocationDiscovery";"m_LocationName";"29";"29";"""Essa zona é restrita""";"""Você está invadindo agora!""";"Indeterminado";"Indeterminado"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Boyle_Objectives.DisSeqAct_UpdateTaskTarget_10 DisSeqAct_UpdateTaskTarget";"m_TargetName";"38";"38";"""Barco na Adega""";"""Barco no Porão""";"PT";"PT"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Boyle_Objectives.DisSeqAct_UpdateTaskTarget_11 DisSeqAct_UpdateTaskTarget";"m_TargetName";"41";"41";"""Lorde Brisby""";"""Lord Brisby""";"Indeterminado";"Indeterminado"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Boyle_Objectives.DisSeqAct_UpdateTaskTarget_12 DisSeqAct_UpdateTaskTarget";"m_TargetName";"44";"44";"""Srta. White""";"""Senhorita White""";"Indeterminado";"Indeterminado"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Boyle_Objectives.DisSeqAct_UpdateTaskTarget_13 DisSeqAct_UpdateTaskTarget";"m_TargetName";"47";"47";"""Fonte de Cidra""";"""Fonte de Sidra""";"PT";"PT"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Boyle_Objectives.DisSeqAct_UpdateTaskTarget_14 DisSeqAct_UpdateTaskTarget";"m_TargetName";"50";"50";"""Em cima""";"""Andar de cima""";"Indeterminado";"PT"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Boyle_Objectives.DisSeqAct_UpdateTaskTarget_15 DisSeqAct_UpdateTaskTarget";"m_TargetName";"53";"53";"""Lorde Shaw""";"""Lord Shaw""";"Indeterminado";"Indeterminado"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Boyle_Objectives.DisSeqAct_UpdateTaskTarget_41 DisSeqAct_UpdateTaskTarget";"m_TargetName";"89";"89";"""Lorde Brisby""";"""Lord Brisby""";"Indeterminado";"Indeterminado"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Boyle_Objectives.DisSeqAct_UpdateTaskTarget_6 DisSeqAct_UpdateTaskTarget";"m_TargetName";"95";"95";"""(No lado de fora) Barco de Samuel""";"""(Exterior) Barco do Samuel""";"PT";"PT"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Boyle_Objectives.MissWhiteRevealsColors.DisSeqAct_ShowHUDMessage_0 DisSeqAct_ShowHUDMessage";"m_Message";"107";"107";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Boyle_Objectives.MissWhiteRevealsColors.DisSeqAct_ShowHUDMessage_3 DisSeqAct_ShowHUDMessage";"m_Message";"110";"110";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.Boyle_Objectives.MissWhiteRevealsColors.DisSeqAct_ShowHUDMessage_4 DisSeqAct_ShowHUDMessage";"m_Message";"113";"113";"""A Srta. White te deu uma bebida""";"""Dei uma Bebida para a Srta. White""";"PT";"PT/Misto"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_0 DisSeqAct_DialogScriptedChoice";"m_Choices[0]";"117";"117";"(m_ChoiceText=""Assinar o livro de convidados"")";"(m_ChoiceText=""Sign the guest book"")";"PT";"EN"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_0 DisSeqAct_DialogScriptedChoice";"m_Choices[1]";"118";"118";"(m_ChoiceText=""Não assinar"")";"(m_ChoiceText=""Don't sign"")";"Indeterminado";"Indeterminado"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_ShowHUDMessage_0 DisSeqAct_ShowHUDMessage";"m_Message";"121";"121";"""Você já assinou o livro de convidados""";"""Você assina o livro de visitas""";"PT";"PT"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_ShowHUDMessage_6 DisSeqAct_ShowHUDMessage";"m_Message";"124";"124";"""Você já assinou o livro de convidados""";"""Você já assinou o livro de visitas""";"PT";"PT"
"L_Boyle_Int_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_ShowLocationDiscovery_3 DisSeqAct_ShowLocationDiscovery";"m_LocationName";"127";"127";"""Você alcançou uma zona neutra. Tente passar despercebido""";"""Zona neutra alcançada. Tente se misturar!""";"PT";"Indeterminado"
"L_BoyleStreet_Ext_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_0 DisSeqAct_DialogScriptedChoice";"m_Choices[0]";"3";"3";"(m_ChoiceText=""Aqui está meu convite."")";"(m_ChoiceText=""Here's my invitation."")";"Indeterminado";"Indeterminado"
"L_BoyleStreet_Ext_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_0 DisSeqAct_DialogScriptedChoice";"m_Choices[1]";"4";"4";"(m_ChoiceText=""Irei guarda-lo por enquanto, não quero entrar ainda."")";"(m_ChoiceText=""I'll hang onto it for now. I'm not ready to come in just yet."")";"PT";"EN"
"L_BoyleStreet_Ext_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_GameOver_0 DisSeqAct_GameOver";"m_Reason";"7";"7";"""A Conspiração Legalista foi dissolvida devido a hostilidades contraditórias""";"""A conspiração dos Legalistas é dissolvida devido a hostilidades irreconciliáveis""";"Indeterminado";"Indeterminado"
"L_BoyleStreet_Ext_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_ShowHUDMessage_2 DisSeqAct_ShowHUDMessage";"m_Message";"10";"10";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_BoyleStreet_Ext_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_ShowHUDMessage_3 DisSeqAct_ShowHUDMessage";"m_Message";"13";"13";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_BoyleStreet_Ext_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_ShowHUDMessage_4 DisSeqAct_ShowHUDMessage";"m_Message";"16";"16";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_BoyleStreet_Ext_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_ShowHUDMessage_7 DisSeqAct_ShowHUDMessage";"m_Message";"19";"19";"""Nova Pista da Missão adicionada""";"""Nova Pista de Missão Adicionada""";"PT";"PT"
"L_BoyleStreet_Ext_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_ShowLocationDiscovery_1 DisSeqAct_ShowLocationDiscovery";"m_LocationName";"22";"22";"""Mansão Boyle""";"""Propriedade Boyle""";"Indeterminado";"Indeterminado"
"L_BoyleStreet_Ext_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_ShowLocationDiscovery_3 DisSeqAct_ShowLocationDiscovery";"m_LocationName";"25";"25";"""Zona neutra. Tente se misturar!""";"""Zona neutra alcançada. Tente se misturar!""";"Indeterminado";"Indeterminado"
"L_BoyleStreet_Ext_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_ShowLocationDiscovery_4 DisSeqAct_ShowLocationDiscovery";"m_LocationName";"28";"28";"""Distrito da Mansão""";"""Distrito dos Casarios""";"PT";"PT"
"L_BoyleStreet_Ext_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_UpdateTaskTarget_2 DisSeqAct_UpdateTaskTarget";"m_TargetName";"37";"37";"""Barco de Samuel""";"""Barco do Samuel""";"PT";"PT"
"L_BoyleStreet_Ext_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_UpdateTaskTarget_4 DisSeqAct_UpdateTaskTarget";"m_TargetName";"40";"40";"""Convite para a Festa""";"""Convite para Festa""";"Indeterminado";"PT"
"L_BoyleStreet_Ext_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_UpdateTaskTarget_5 DisSeqAct_UpdateTaskTarget";"m_TargetName";"43";"43";"""Festa das Boyle""";"""Festa do Boyle""";"PT";"PT"
"L_BoyleStreet_Ext_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_UpdateTaskTarget_6 DisSeqAct_UpdateTaskTarget";"m_TargetName";"46";"46";"""Barco de Samuel""";"""Barco do Samuel""";"PT";"PT"
"L_BoyleStreet_Ext_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_UpdateTaskTarget_7 DisSeqAct_UpdateTaskTarget";"m_TargetName";"49";"49";"""Festa das Boyle""";"""Festa do Boyle""";"PT";"PT"
"L_Bridge_Part1a_Audio.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.DisDoor_8 DisDoor";"m_MatchingKeys[0]";"12";"12";"""Chave do Armazém""";"""Warehouse Key""";"PT";"Indeterminado"
"L_Bridge_Part1a_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_2 DisSeqAct_DialogScriptedChoice";"m_Choices[0]";"3";"3";"(m_ChoiceText=""Ir para a Ponte Elevadiça"")";"(m_ChoiceText=""Go to Drawbridge Way"")";"Indeterminado";"EN"
"L_Bridge_Part1a_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_2 DisSeqAct_DialogScriptedChoice";"m_Choices[1]";"4";"4";"(m_ChoiceText=""Ficar no Portão do Lado Sul"")";"(m_ChoiceText=""Stay at Southside Gate"")";"PT";"Indeterminado"
"L_Bridge_Part1a_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_ShowLocationDiscovery_0 DisSeqAct_ShowLocationDiscovery";"m_LocationName";"16";"16";"""Caminho Sul da Ponte""";"""Ponte Sul do Caminho da Ponte""";"PT";"PT"
"L_Bridge_Part1a_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_UpdateTaskTarget_5 DisSeqAct_UpdateTaskTarget";"m_TargetName";"25";"25";"""Casa de Sokolov""";"""Casa do Sokolov""";"PT";"PT"
"L_Bridge_Part1a_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_UpdateTaskTarget_6 DisSeqAct_UpdateTaskTarget";"m_TargetName";"28";"28";"""Casa de Sokolov""";"""Casa do Sokolov""";"PT";"PT"
"L_Bridge_Part1b_Audio.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.DisDoor_15 DisDoor";"m_DoorName";"18";"18";"""Porta de Acesso ao Controle da Ponte Elevadiça""";"""Porta de Acesso ao Controle da Ponte Levadiça""";"PT";"PT"
"L_Bridge_Part1b_Audio.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.DisDoor_15 DisDoor";"m_MatchingKeys[0]";"20";"20";"""Chave da Ponte Levadiça""";"""Drawbridge Key""";"PT";"Indeterminado"
"L_Bridge_Part1b_Audio.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.DisDoor_29 DisDoor";"m_MatchingKeys[0]";"25";"25";"""Chave de Pratchett""";"""Pratchett's Key""";"PT";"Indeterminado"
"L_Bridge_Part1b_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.DisDoor_12 DisDoor";"m_DoorName";"2";"2";"""Porta da Cela da Ponte Levadiça""";"""Porta da Célula da Ponte Levadiça""";"PT";"PT"
"L_Bridge_Part1b_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.DisDoor_12 DisDoor";"m_MatchingKeys[0]";"4";"4";"""Chave da Cela da Ponte Levadiça""";"""Drawbridge Cell Key""";"PT";"Indeterminado"
"L_Bridge_Part1b_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.DisDoor_7 DisDoor";"m_MatchingKeys[0]";"9";"9";"""Chave da Porta do Pier""";"""Pier Door Key""";"PT";"Indeterminado"
"L_Bridge_Part1b_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_1 DisSeqAct_DialogScriptedChoice";"m_Choices[0]";"13";"13";"(m_ChoiceText=""Ir para o Portão do Lado Sul"")";"(m_ChoiceText=""Go to Southside Gate"")";"PT";"EN"
"L_Bridge_Part1b_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_1 DisSeqAct_DialogScriptedChoice";"m_Choices[1]";"14";"14";"(m_ChoiceText=""Ficar no Controle da Ponte Levadiça"")";"(m_ChoiceText=""Stay at Drawbridge Control"")";"PT";"Indeterminado"
"L_Bridge_Part1b_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_2 DisSeqAct_DialogScriptedChoice";"m_Choices[0]";"18";"18";"(m_ChoiceText=""Ir para a Subestação Midrow"")";"(m_ChoiceText=""Go to Midrow Substation"")";"Indeterminado";"EN"
"L_Bridge_Part1b_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_2 DisSeqAct_DialogScriptedChoice";"m_Choices[1]";"19";"19";"(m_ChoiceText=""Permanecer no Controle da Ponte Levadiça"")";"(m_ChoiceText=""Stay at Drawbridge Control"")";"PT";"Indeterminado"
"L_Bridge_Part1b_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_GameOver_1 DisSeqAct_GameOver";"m_Reason";"25";"25";"""Samuel foi visto pelos holofotes""";"""Samuel foi avistado pelos holofotes""";"PT";"PT"
"L_Bridge_Part1b_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_GameOver_2 DisSeqAct_GameOver";"m_Reason";"28";"28";"""Samuel não deve morrer!""";"""Samuel não pode morrer!""";"Indeterminado";"Indeterminado"
"L_Bridge_Part1b_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_ShowLocationDiscovery_0 DisSeqAct_ShowLocationDiscovery";"m_LocationName";"37";"37";"""Caminho Sul da Ponte""";"""Ponte Sul do Caminho""";"PT";"PT"
"L_Bridge_Part1b_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_UpdateTaskTarget_10 DisSeqAct_UpdateTaskTarget";"m_TargetName";"40";"40";"""Eliminador""";"""Catador""";"Indeterminado";"Indeterminado"
"L_Bridge_Part1b_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_UpdateTaskTarget_11 DisSeqAct_UpdateTaskTarget";"m_TargetName";"43";"43";"""Eliminador""";"""Catador""";"Indeterminado";"Indeterminado"
"L_Bridge_Part1b_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_UpdateTaskTarget_12 DisSeqAct_UpdateTaskTarget";"m_TargetName";"46";"46";"""Área dos Guardas""";"""Área de Guarda""";"PT";"PT"
"L_Bridge_Part1b_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_UpdateTaskTarget_13 DisSeqAct_UpdateTaskTarget";"m_TargetName";"49";"49";"""Eliminador""";"""Catador""";"Indeterminado";"Indeterminado"
"L_Bridge_Part1b_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_UpdateTaskTarget_2 DisSeqAct_UpdateTaskTarget";"m_TargetName";"52";"52";"""Casa de Sokolov""";"""Casa do Sokolov""";"PT";"PT"
"L_Bridge_Part1b_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_UpdateTaskTarget_7 DisSeqAct_UpdateTaskTarget";"m_TargetName";"67";"67";"""Cela""";"""Cela da Prisão""";"Indeterminado";"PT"
"L_Bridge_Part1b_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_UpdateTaskTarget_8 DisSeqAct_UpdateTaskTarget";"m_TargetName";"70";"70";"""Porta do Pier""";"""Porta do cais""";"PT";"PT"
"L_Bridge_Part1b_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_UpdateTaskTarget_9 DisSeqAct_UpdateTaskTarget";"m_TargetName";"73";"73";"""Ostras do Rio""";"""Crustáceos do Rio""";"PT";"PT"
"L_Bridge_Part1c_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_1 DisSeqAct_DialogScriptedChoice";"m_Choices[0]";"3";"3";"(m_ChoiceText=""Ir para o Extremo Norte"")";"(m_ChoiceText=""Go to North End"")";"PT";"EN"
"L_Bridge_Part1c_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_1 DisSeqAct_DialogScriptedChoice";"m_Choices[1]";"4";"4";"(m_ChoiceText=""Ficar na Subestação Midrow"")";"(m_ChoiceText=""Stay at Midrow Substation"")";"PT";"Indeterminado"
"L_Bridge_Part1c_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_2 DisSeqAct_DialogScriptedChoice";"m_Choices[0]";"8";"8";"(m_ChoiceText=""Ir para a Ponte Levadiça"")";"(m_ChoiceText=""Go to Drawbridge Way"")";"Indeterminado";"EN"
"L_Bridge_Part1c_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_2 DisSeqAct_DialogScriptedChoice";"m_Choices[1]";"9";"9";"(m_ChoiceText=""Ficar na Subestação Midrow"")";"(m_ChoiceText=""Stay at Midrow Substation"")";"PT";"Indeterminado"
"L_Bridge_Part1c_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_ShowLocationDiscovery_0 DisSeqAct_ShowLocationDiscovery";"m_LocationName";"18";"18";"""Caminho Sul da Ponte""";"""Ponte Southside""";"PT";"Indeterminado"
"L_Bridge_Part1c_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_UpdateTaskTarget_10 DisSeqAct_UpdateTaskTarget";"m_TargetName";"21";"21";"""Casa de Sokolov""";"""Casa do Sokolov""";"PT";"PT"
"L_Bridge_Part2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.DisDoor_4 DisDoor";"m_DoorName";"2";"2";"""Porta da Cela de Sokolov""";"""Porta da Cela do Sokolov""";"PT";"PT"
"L_Bridge_Part2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.DisDoor_4 DisDoor";"m_MatchingKeys[0]";"4";"4";"""Chave da Casa de Sokolov""";"""Sokolov's House Key""";"PT";"Indeterminado"
"L_Bridge_Part2_Script.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TheWorld:PersistentLevel.Main_Sequence.DisSeqAct_DialogScriptedChoice_1 DisSeqAct_DialogScriptedChoice";"m_Choices[0]";"14";"14";"(m_ChoiceText=""Sim, vamos levar Sokolov."")";"(m_ChoiceText=""Yes, let's get Sokolov back."")";"Indeterminado";"Indeterminado"
