"Origem";"Arquivo";"Codificacao";"BytesOriginais";"Status";"Destino"
"DeepSeek";"DLC05_bootcamp.int";"UTF-16 LE";"5374";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC05_bootcamp.int"
"DeepSeek";"DLC05_CatchMeIfYouCan.int";"UTF-16 LE";"380";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC05_CatchMeIfYouCan.int"
"DeepSeek";"DLC05_ChainGauntlet.int";"UTF-16 LE";"986";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC05_ChainGauntlet.int"
"DeepSeek";"DLC05_ChainKill.int";"UTF-16 LE";"6554";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC05_ChainKill.int"
"DeepSeek";"DLC05_Countdown.int";"UTF-16 LE";"540";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC05_Countdown.int"
"DeepSeek";"DLC05_infiltrate01.int";"UTF-16 LE";"984";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC05_infiltrate01.int"
"DeepSeek";"DLC05_movable_twk.int";"UTF-16 LE";"1040";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC05_movable_twk.int"
"DeepSeek";"DLC05_MysteryMan.int";"UTF-16 LE";"2434";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC05_MysteryMan.int"
"DeepSeek";"DLC05_race01.int";"UTF-16 LE";"426";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC05_race01.int"
"DeepSeek";"DLC05_TheThreeKeys.int";"UTF-16 LE";"2682";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC05_TheThreeKeys.int"
"DeepSeek";"DLC05_Thief.int";"UTF-16 LE";"3218";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC05_Thief.int"
"DeepSeek";"DLC05_usable_twk.int";"UTF-16 LE";"522";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC05_usable_twk.int"
"DeepSeek";"DLC06_Assault_Objectives.int";"UTF-16 LE";"12354";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Assault_Objectives.int"
"DeepSeek";"DLC06_Attach_Butcher.int";"UTF-16 LE";"1236";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Attach_Butcher.int"
"DeepSeek";"DLC06_AudioGraph_Twk.int";"UTF-16 LE";"2386";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_AudioGraph_Twk.int"
"DeepSeek";"DLC06_Blueprints_seekfree.int";"UTF-16 LE";"2324";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Blueprints_seekfree.int"
"DeepSeek";"DLC06_Blueprints_twk.int";"UTF-16 LE";"1166";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Blueprints_twk.int"
"DeepSeek";"DLC06_ChapterInfoList.int";"UTF-16 LE";"3612";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_ChapterInfoList.int"
"DeepSeek";"DLC06_ChapterNotes_twk.int";"UTF-16 LE";"14382";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_ChapterNotes_twk.int"
"DeepSeek";"DLC06_DaudBase_Script.INT";"UTF-16 LE";"9246";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_DaudBase_Script.INT"
"DeepSeek";"DLC06_DaudsBase_AbsInv_MS.int";"UTF-16 LE";"5254";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_DaudsBase_AbsInv_MS.int"
"DeepSeek";"DLC06_DaudsBase_MS.int";"UTF-16 LE";"2586";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_DaudsBase_MS.int"
"DeepSeek";"DLC06_DishonoredGameFull_P.INT";"UTF-16 LE";"406";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_DishonoredGameFull_P.INT"
"DeepSeek";"DLC06_Intro_MS_Abst.int";"UTF-16 LE";"1118";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Intro_MS_Abst.int"
"DeepSeek";"DLC06_Intro_Objectives.int";"UTF-16 LE";"966";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Intro_Objectives.int"
"DeepSeek";"DLC06_Inv_ArcMine.int";"UTF-16 LE";"2052";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Inv_ArcMine.int"
"DeepSeek";"DLC06_Inv_CleaverButcher.int";"UTF-16 LE";"280";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Inv_CleaverButcher.int"
"DeepSeek";"DLC06_Inv_NPC_Butcher.int";"UTF-16 LE";"318";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Inv_NPC_Butcher.int"
"DeepSeek";"DLC06_Inv_SumAssassin.int";"UTF-16 LE";"222";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Inv_SumAssassin.int"
"DeepSeek";"DLC06_LocationMaps_Assets.int";"UTF-16 LE";"6820";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_LocationMaps_Assets.int"
"DeepSeek";"DLC06_MissionStats.int";"UTF-16 LE";"4044";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_MissionStats.int"
"DeepSeek";"DLC06_Notes_Slaughter.int";"UTF-16 LE";"25834";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Notes_Slaughter.int"
"DeepSeek";"DLC06_Pckp_Ammo.int";"UTF-16 LE";"832";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Pckp_Ammo.int"
"DeepSeek";"DLC06_Pckp_Heirlooms.int";"UTF-16 LE";"7876";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Pckp_Heirlooms.int"
"DeepSeek";"DLC06_Pckp_Maps.int";"UTF-16 LE";"828";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Pckp_Maps.int"
"DeepSeek";"DLC06_Proj_Flashsmoke.int";"UTF-16 LE";"554";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Proj_Flashsmoke.int"
"DeepSeek";"DLC06_Proj_SawProjectiles.int";"UTF-16 LE";"798";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Proj_SawProjectiles.int"
"DeepSeek";"DLC06_Pwn_Aristo_F_Timsh.int";"UTF-16 LE";"212";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Pwn_Aristo_F_Timsh.int"
"DeepSeek";"DLC06_Pwn_Assassin_Lieut.int";"UTF-16 LE";"872";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Pwn_Assassin_Lieut.int"
"DeepSeek";"DLC06_Pwn_Butcher.int";"UTF-16 LE";"242";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Pwn_Butcher.int"
"DeepSeek";"DLC06_Pwn_CleaverButcher_Base.int";"UTF-16 LE";"236";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Pwn_CleaverButcher_Base.int"
"DeepSeek";"DLC06_Pwn_Dead_NPCs.int";"UTF-16 LE";"726";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Pwn_Dead_NPCs.int"
"DeepSeek";"DLC06_Pwn_Laborer_F_1.int";"UTF-16 LE";"228";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Pwn_Laborer_F_1.int"
"DeepSeek";"DLC06_Pwn_Laborer_F_Ames.int";"UTF-16 LE";"212";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Pwn_Laborer_F_Ames.int"
"DeepSeek";"DLC06_Pwn_Laborer_MTall_1.int";"UTF-16 LE";"236";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Pwn_Laborer_MTall_1.int"
"DeepSeek";"DLC06_Pwn_MiddleClass_MTall_1.int";"UTF-16 LE";"234";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Pwn_MiddleClass_MTall_1.int"
"DeepSeek";"DLC06_Pwn_MTall_Rothwild.int";"UTF-16 LE";"286";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Pwn_MTall_Rothwild.int"
"DeepSeek";"DLC06_Pwn_MTall_Timsh.int";"UTF-16 LE";"816";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Pwn_MTall_Timsh.int"
"DeepSeek";"DLC06_Pwn_ThugWhiskey_MSmall_1.int";"UTF-16 LE";"260";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Pwn_ThugWhiskey_MSmall_1.int"
"DeepSeek";"DLC06_Pwn_Witch_Delilah.int";"UTF-16 LE";"246";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Pwn_Witch_Delilah.int"
"DeepSeek";"DLC06_RewireTool.int";"UTF-16 LE";"542";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_RewireTool.int"
"DeepSeek";"DLC06_SecuritySystems_twk.int";"UTF-16 LE";"8950";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_SecuritySystems_twk.int"
"DeepSeek";"DLC06_Slaughter_Ext_Assn.INT";"UTF-16 LE";"260";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Slaughter_Ext_Assn.INT"
"DeepSeek";"DLC06_Slaughter_Ext_P.INT";"UTF-16 LE";"1392";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Slaughter_Ext_P.INT"
"DeepSeek";"DLC06_Slaughter_Ext_Script.INT";"UTF-16 LE";"4612";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Slaughter_Ext_Script.INT"
"DeepSeek";"DLC06_Slaughter_Int_Assassin.INT";"UTF-16 LE";"266";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Slaughter_Int_Assassin.INT"
"DeepSeek";"DLC06_Slaughter_Int_Script.INT";"UTF-16 LE";"19866";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Slaughter_Int_Script.INT"
"DeepSeek";"DLC06_Slaughter_Int_Script2.INT";"UTF-16 LE";"7760";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Slaughter_Int_Script2.INT"
"DeepSeek";"DLC06_Slaughter_MS_Abst.int";"UTF-16 LE";"698";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Slaughter_MS_Abst.int"
"DeepSeek";"DLC06_Slaughter_Objectives.int";"UTF-16 LE";"19862";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Slaughter_Objectives.int"
"DeepSeek";"DLC06_Slaughter_Twk.int";"UTF-16 LE";"10544";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Slaughter_Twk.int"
"DeepSeek";"DLC06_Store_SeekFree.int";"UTF-16 LE";"208";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Store_SeekFree.int"
"DeepSeek";"DLC06_Timsh_Estate_P.INT";"UTF-16 LE";"986";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Timsh_Estate_P.INT"
"DeepSeek";"DLC06_Timsh_Estate_Scripts.INT";"UTF-16 LE";"17088";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Timsh_Estate_Scripts.INT"
"DeepSeek";"DLC06_Timsh_MS_Abst.int";"UTF-16 LE";"35074";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Timsh_MS_Abst.int"
"DeepSeek";"DLC06_Timsh_MS_Pawns.int";"UTF-16 LE";"3940";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Timsh_MS_Pawns.int"
"DeepSeek";"DLC06_Timsh_MS_Tweak.int";"UTF-16 LE";"8592";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Timsh_MS_Tweak.int"
"DeepSeek";"DLC06_Timsh_Objectives.int";"UTF-16 LE";"9908";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Timsh_Objectives.int"
"DeepSeek";"DLC06_Timsh_Streets_P.INT";"UTF-16 LE";"1462";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Timsh_Streets_P.INT"
"DeepSeek";"DLC06_Timsh_Streets_Scripts.INT";"UTF-16 LE";"9402";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Timsh_Streets_Scripts.INT"
"DeepSeek";"DLC06_Tower_Script.INT";"UTF-16 LE";"830";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Tower_Script.INT"
"DeepSeek";"DLC06_Traps_twk.int";"UTF-16 LE";"512";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Traps_twk.int"
"DeepSeek";"DLC06_Tutorials_twk.int";"UTF-16 LE";"1958";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Tutorials_twk.int"
"DeepSeek";"DLC06_Twk_Inv_GrenadeDaud.int";"UTF-16 LE";"1942";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Twk_Inv_GrenadeDaud.int"
"DeepSeek";"DLC06_Twk_Inv_PlayerSpecific.int";"UTF-16 LE";"1026";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Twk_Inv_PlayerSpecific.int"
"DeepSeek";"DLC06_Twk_Player_Daud.int";"UTF-16 LE";"4812";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Twk_Player_Daud.int"
"DeepSeek";"DLC06_Twk_Powers_Assassummon.int";"UTF-16 LE";"6024";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Twk_Powers_Assassummon.int"
"DeepSeek";"DLC06_Twk_Store.int";"UTF-16 LE";"10962";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Twk_Store.int"
"DeepSeek";"DLC06_Twk_UI.int";"UTF-16 LE";"10012";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Twk_UI.int"
"DeepSeek";"DLC06_Twk_UI_MainMenu.int";"UTF-16 LE";"534";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Twk_UI_MainMenu.int"
"DeepSeek";"DLC06_Twk_Upgrades.int";"UTF-16 LE";"8862";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_Twk_Upgrades.int"
"DeepSeek";"DLC06_WrittenNotes_twk.int";"UTF-16 LE";"78166";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC06_WrittenNotes_twk.int"
"DeepSeek";"DLC07_AudioGraph_Twk.int";"UTF-16 LE";"716";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_AudioGraph_Twk.int"
"DeepSeek";"DLC07_Base_Objectives.int";"UTF-16 LE";"1446";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_Base_Objectives.int"
"DeepSeek";"dlc07_baseintro_twk.int";"UTF-16 LE";"494";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\dlc07_baseintro_twk.int"
"DeepSeek";"DLC07_Blueprints_seekfree.int";"UTF-16 LE";"572";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_Blueprints_seekfree.int"
"DeepSeek";"DLC07_Blueprints_twk.int";"UTF-16 LE";"280";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_Blueprints_twk.int"
"DeepSeek";"DLC07_Brig_AbstInv_Seekfree.int";"UTF-16 LE";"18666";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_Brig_AbstInv_Seekfree.int"
"DeepSeek";"DLC07_Brig_AbstractInv_MS.int";"UTF-16 LE";"1132";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_Brig_AbstractInv_MS.int"
"DeepSeek";"DLC07_Brig_Void_MS.int";"UTF-16 LE";"628";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_Brig_Void_MS.int"
"DeepSeek";"DLC07_BrigLever.int";"UTF-16 LE";"4572";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_BrigLever.int"
"DeepSeek";"DLC07_Brigmore_Objectives.int";"UTF-16 LE";"11864";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_Brigmore_Objectives.int"
"DeepSeek";"DLC07_Brigmore_Void_FX.int";"UTF-16 LE";"702";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_Brigmore_Void_FX.int"
"DeepSeek";"DLC07_ChapterInfoList.int";"UTF-16 LE";"4376";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_ChapterInfoList.int"
"DeepSeek";"DLC07_ChapterNotes_twk.int";"UTF-16 LE";"27130";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_ChapterNotes_twk.int"
"DeepSeek";"DLC07_Coldridge_AbsInv_MS.int";"UTF-16 LE";"19780";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_Coldridge_AbsInv_MS.int"
"DeepSeek";"DLC07_Coldridge_MS.int";"UTF-16 LE";"6820";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_Coldridge_MS.int"
"DeepSeek";"DLC07_Coldridge_Objectives.int";"UTF-16 LE";"8622";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_Coldridge_Objectives.int"
"DeepSeek";"DLC07_DesignTemp.int";"UTF-16 LE";"216";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_DesignTemp.int"
"DeepSeek";"DLC07_DraperMill_AbsInv_MS.int";"UTF-16 LE";"7178";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_DraperMill_AbsInv_MS.int"
"DeepSeek";"DLC07_DraperMill_Twk.int";"UTF-16 LE";"6750";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_DraperMill_Twk.int"
"DeepSeek";"DLC07_DraperShip_Twk.int";"UTF-16 LE";"1624";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_DraperShip_Twk.int"
"DeepSeek";"DLC07_DraperStreet_Twk.int";"UTF-16 LE";"3944";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_DraperStreet_Twk.int"
"DeepSeek";"DLC07_DrapersWard_Objectives.int";"UTF-16 LE";"8662";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_DrapersWard_Objectives.int"
"DeepSeek";"DLC07_DWEngineCoil_Objectives.int";"UTF-16 LE";"5510";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_DWEngineCoil_Objectives.int"
"DeepSeek";"DLC07_DWGeezer_Objectives.int";"UTF-16 LE";"3256";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_DWGeezer_Objectives.int"
"DeepSeek";"DLC07_DWSewer_AbsInv_MS.int";"UTF-16 LE";"3654";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_DWSewer_AbsInv_MS.int"
"DeepSeek";"DLC07_DWSewer_Objectives.int";"UTF-16 LE";"4280";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_DWSewer_Objectives.int"
"DeepSeek";"DLC07_DWSewer_Twk.int";"UTF-16 LE";"2950";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_DWSewer_Twk.int"
"DeepSeek";"DLC07_DWShip_MS_SeekFree.int";"UTF-16 LE";"3582";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_DWShip_MS_SeekFree.int"
"DeepSeek";"DLC07_DWStreets_AbsInv_MS.int";"UTF-16 LE";"30162";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_DWStreets_AbsInv_MS.int"
"DeepSeek";"DLC07_GraveHound.int";"UTF-16 LE";"294";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_GraveHound.int"
"DeepSeek";"DLC07_Inv_Corvo.int";"UTF-16 LE";"234";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_Inv_Corvo.int"
"DeepSeek";"DLC07_Inv_Daud.int";"UTF-16 LE";"398";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_Inv_Daud.int"
"DeepSeek";"DLC07_Inv_Tentacle.int";"UTF-16 LE";"218";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_Inv_Tentacle.int"
"DeepSeek";"DLC07_Inv_Thug.int";"UTF-16 LE";"830";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_Inv_Thug.int"
"DeepSeek";"DLC07_Inv_Witch.int";"UTF-16 LE";"238";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_Inv_Witch.int"
"DeepSeek";"DLC07_MissionStats.int";"UTF-16 LE";"10670";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_MissionStats.int"
"DeepSeek";"DLC07_Notes_DrapersWard.int";"UTF-16 LE";"1316";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_Notes_DrapersWard.int"
"DeepSeek";"DLC07_NPCPlotSettings.int";"UTF-16 LE";"578";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_NPCPlotSettings.int"
"DeepSeek";"DLC07_Pckp_CrackedBoneCharms.int";"UTF-16 LE";"248";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_Pckp_CrackedBoneCharms.int"
"DeepSeek";"DLC07_Pckp_Heirlooms.int";"UTF-16 LE";"5342";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_Pckp_Heirlooms.int"
"DeepSeek";"DLC07_Pwn_Civilian.int";"UTF-16 LE";"410";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_Pwn_Civilian.int"
"DeepSeek";"DLC07_Pwn_Corvo.int";"UTF-16 LE";"228";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\DeepSeek_INT_UTF8\DLC07_Pwn_Corvo.int"
